human	rat	mouse	fly	worm	yeast	alpaca	cow	horse	pig	sheep	cat	dog	guinea_pig	rabbit	chicken	duck	turkey
0	0	0	0	0	0	0	0	0	A0A286ZVQ6	W5PXI4	0	0	H0VU73	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A6E7	W5NST6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A5I2	W5Q8I1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AU38	W5PCW8	M3XDG9	0	H0WA79	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SQ77	W5PKB7	A0A2I2UG88	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B1B2	0	A0A2I2U7G7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AZB7	0	A0A2I2UV78	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BKS9	W5PA92	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZMV4	W5Q6I1	M3XCC1	F1PHZ9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B5L6	W5QIG2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	B7U2G5	W5QCQ2	0	0	0	G1U339	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZP35	W5PJX3	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BFN2	W5P4Z9	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AER9	W5PKH6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BPZ7	W5P3G0	M3VXU6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BMU1	W5PRB2	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B2C9	W5PHG9	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AJ42	W5P1Q5	A0A2I2V1U5	0	0	G1T992	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BJP5	W5PMZ4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	P62895	P62896	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A076KZM6	W5QIP9	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AG77	W5Q2B4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A0J3	W5Q688	A0A2I2UYZ9	0	0	G1TJJ6	0	0	0
0	0	0	0	0	0	0	0	0	I3L8T0	W5P2H3	A0A2I2URW7	J9P8D5	A0A286XH23	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A846	W5PEM5	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AIL1	W5NYV0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A9J5	W5P740	A0A2I2V2A6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BH88	0	M3X4A3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A754	W5PKJ4	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	O62697	O19038	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZZT1	W5Q3H4	0	0	A0A286XVN7	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LQP3	W5NPH0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZSR8	W5PJ93	0	0	0	0	A0A1L1RSS8	0	0
0	0	0	0	0	0	0	0	0	I3LPA0	W5NW37	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A951	W5P7Q6	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LUZ4	W5NVT5	0	J9NS63	0	0	F1NN30	U3IES9	0
0	0	0	0	0	0	0	0	0	F1S9N1	0	M3WQ61	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AKT8	W5NU13	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SJY8	W5PMC3	M3XBK3	0	0	G1U4M7	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ARN9	W5QFN5	0	0	A0A286XNK5	G1TUJ8	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AHL3	W5QGF0	A0A2I2UHP0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RJG4	W5NZN9	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A3Q1	0	0	Q2ABC8	H0VW70	G1U789	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AY38	0	A0A2I2UAI8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZXR6	W5P543	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LJN1	W5Q2S0	A0A2I2UJE2	J9P0Y4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BGN5	W5QGA8	A0A2I2U8R3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZSP5	0	M3X6Z4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BDQ8	0	A0A2I2U6I2	J9NY67	0	U3KMP9	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BIS2	0	A0A2I2V4G0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZYP9	0	A0A2I2UDL9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F8S321	0	A0A2I2U2Z9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZQW6	0	A0A2I2UMW6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AN42	0	A0A2I2UJF8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AIM4	0	A0A2I2U7L0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RWS0	0	M3W1R0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	P62831	0	A0A2I2UPD2	F2Z4P3	0	G1TPF6	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ANM1	0	A0A2I2U877	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1S9K6	0	A0A2I2URZ8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AQ22	0	A0A2I2UWY5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AF67	0	A0A2I2U076	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A727	0	A0A2I2UJQ4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AKK2	0	M3X2G7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AP66	0	M3WD17	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AUS6	0	A0A2I2UE62	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AV24	0	M3X6S6	E2R5R3	0	G1U5D3	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AVY1	0	A0A2I2TZZ5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AM75	0	A0A2I2ULM9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZVE2	0	A0A2I2UD19	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZX37	0	A0A2I2UCR6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BQZ6	0	A0A2I2UHX1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AQE9	0	A0A2I2UYJ2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZJJ1	0	A0A2I2US24	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BD02	0	A0A2I2V4K0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ADL6	0	M3X153	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287APR1	0	M3W7V0	E2RL34	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AG51	0	A0A2I2UD31	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZXU5	0	A0A2I2UU11	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AUI2	0	A0A2I2UWQ9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A0B4J2K0	0	S6BBE9	E2RP66	0	G1T1S0	0	0	0
0	0	0	0	0	0	0	0	0	F1SH66	0	M3XC07	J9NTH4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BJP4	0	A0A2I2V2H7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZQJ0	0	A0A2I2U1B4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A6F9	0	A0A2I2UAN2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B7D1	0	A0A2I2UMG5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZNT0	0	A0A2I2URQ6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZPT4	0	A0A2I2UZS0	J9NWD3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B3B6	0	A0A2I2USK5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZVW2	0	A0A2I2UHI7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RLD3	0	M3WVE9	J9NTD3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZUP7	0	A0A2I2UPY2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B777	0	A0A2I2UUB5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B7E5	0	A0A2I2UXT2	0	H0VMV7	G1U317	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B5A4	0	A0A2I2UQD3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1S6L6	0	M3X3S4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B500	0	A0A2I2ULG5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZIH3	0	M3XC48	E2RJ31	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BL17	0	A0A2I2UWQ3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SSP8	0	A0A2I2V099	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AEX0	0	M3W952	E2R087	0	G1TFB0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BP84	0	A0A2I2UL02	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B9G7	0	A0A2I2V3P9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LQC1	0	A0A2I2UJZ6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B0G4	0	A0A2I2UQ21	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A4Q6	0	A0A2I2UYN9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AVJ3	0	A0A2I2U1M0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	P83884	0	M3WMI6	0	0	G1U344	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A6B5	0	M3WZ61	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B7G4	0	A0A2I2V339	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RR69	0	M3WQ83	J9NYX1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AY49	0	A0A2I2US01	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AUG0	0	A0A2I2U8W2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ANE1	0	A0A2I2UIF5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BEA6	0	M3WCQ5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ASL5	0	A0A2I2U6A5	0	A0A286XSZ6	0	A0A1L1RUH0	0	0
0	0	0	0	0	0	0	0	0	A0A287B0K3	0	A0A2I2UUG5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZXJ2	0	A0A2I2UNA9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	C9DRN1	0	0	J9PB60	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZV26	0	M3XA80	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BM22	0	M3X3V4	L7N0H6	0	G1TVY3	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BJ82	0	A0A2I2U702	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AJU0	0	A0A2I2UPG3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BC85	0	M3VXJ4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BKV7	0	A0A2I2U0P0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B7W1	0	A0A2I2UGV0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LDK9	0	M3XBS7	J9NY71	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BDY9	0	A0A2I2U7I7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZWV7	0	A0A2I2UV07	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ACT4	0	M3WFR7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZHZ9	0	A0A2I2U5G7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A288CFV1	0	0	0	A0A286XLY5	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BM54	0	M3X1S0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZLV0	0	A0A2I2V2T5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AF37	0	A0A2I2UI04	0	A0A286XU01	G1TN58	E1C0I1	U3IJ33	G1NN35
0	0	0	0	0	0	0	0	0	A0A287AZ69	0	A0A2I2UES2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SHW6	0	A0A2I2V0F3	0	0	G1U1H9	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B6A8	0	A0A2I2U7T7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AZ03	0	A0A2I2URW1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BP36	0	0	0	A0A286XDU6	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AVM5	0	A0A2I2UVY9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AG68	0	A0A2I2UAX0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZPC7	0	A0A2I2UPD1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BE20	0	0	0	0	0	A0A1D5PQ07	0	0
0	0	0	0	0	0	0	0	0	A0A287BLX6	0	A0A2I2UQT5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BCD9	0	M3WU96	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ALW1	0	A0A2I2U7E6	J9P9K4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B3G0	0	A0A2I2URJ6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BKR3	0	A0A2I2UJN3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B9X0	0	A0A2I2UU00	0	H0VE02	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B2F4	0	A0A2I2U297	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BHT5	0	A0A2I2URV7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AM58	0	M3X891	E2R8C5	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AB28	0	A0A2I2UDW0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BMR6	0	A0A2I2UCQ2	0	0	G1U9E4	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BPR1	0	M3X6J8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BMQ0	0	A0A2I2UCW9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ANU2	0	A0A2I2UQ29	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BAZ4	0	A0A2I2UIV9	J9P8D8	A0A286XFJ4	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BLT5	0	A0A2I2U5X3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AK25	0	A0A2I2UWC4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZV98	0	A0A2I2UB23	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A4J8	0	A0A2I2TZY4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B7A8	0	A0A2I2U782	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AI12	0	A0A2I2UBN2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A855	0	A0A2I2U6W2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AWT4	0	A0A2I2U0X5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A373	0	M3XCC7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AS51	0	A0A2I2UMA7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZQR6	0	M3WEC0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BCY7	0	A0A2I2UYV5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A0Z6	0	A0A2I2UHJ7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A7S4	0	A0A2I2UQ65	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AN04	0	M3WSY5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ACQ8	0	A0A2I2V0Y6	0	A0A286Y079	0	0	0	0
0	0	0	0	0	0	0	0	0	F1S145	0	A0A2I2UKW6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ADJ8	0	A0A2I2V3C0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SN92	0	M3XE45	F1Q3K7	0	G1U400	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AP51	0	A0A2I2UPW3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BT05	0	A0A2I2UUK9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AYJ7	0	A0A2I2UNH9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AJI5	0	A0A2I2UGH4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BME7	0	A0A2I2U2R0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AZX8	0	A0A2I2V277	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SB95	0	A0A2I2U5V6	J9NUG9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B7S5	0	A0A2I2V2C3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B8J6	0	A0A2I2UD63	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B5Z1	0	M3WEM5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B8Z6	0	M3WV70	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SRG4	0	E0D568	0	0	0	F1NJG4	U3IEM6	G1NHK6
0	0	0	0	0	0	0	0	0	A0A287B9S6	0	A0A2I2UE46	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B532	0	A0A2I2UEM3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BAT3	0	A0A2I2UKV1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZQ84	0	A0A2I2U428	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LAX8	0	A0A2I2UUD9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RJC9	0	M3XBZ4	J9NXK3	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BN57	0	A0A2I2UIQ1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AP98	0	A0A2I2UGW8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B173	0	A0A2I2UKJ1	J9NVR9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AED0	0	A0A2I2UQJ3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B5J1	0	M3WV11	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B2G6	0	A0A2I2UZE4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZRU1	0	A0A2I2ULL5	F1PET9	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1SFB5	0	M3XFX2	F1P9R7	0	G1TVT5	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BHY2	0	A0A2I2UHC4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A2F3	0	A0A2I2UQ79	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AV31	0	M3WLV6	F1PT61	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BCV2	0	A0A2I2UVU4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZWX0	0	M3WRQ5	J9PB46	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BEV7	0	A0A2I2UBD0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ALG7	0	A0A2I2UMW8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ARU2	0	M3WQE5	0	0	0	A0A1D5PG94	U3J938	0
0	0	0	0	0	0	0	0	0	A0A286ZTM2	0	A0A2I2UZF2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZPG7	0	A0A2I2UTX9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZQ95	0	M3WCT4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ATE0	0	A0A2I2UGM0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZIH6	0	M3XAX5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BDH6	0	A0A2I2UQC7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B1Q7	0	A0A2I2V4H7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZX98	0	A0A2I2UZG6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZLN4	0	A0A2I2UR35	0	0	G1TRI3	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZYC1	0	M3XG92	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BM21	0	A0A2I2UBF5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B4G1	0	A0A2I2U7P9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BBY8	0	M3X602	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1S1A2	0	M3X1L8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BM34	0	A0A2I2U747	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AWC0	0	A0A2I2U4M8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BNB7	0	M3X1G4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZWF6	0	A0A2I2UML2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A786	0	A0A2I2V0Y4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BJS2	0	M3WWQ2	0	H0USZ5	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ACP0	0	A0A2I2V477	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZXY0	0	A0A2I2V0R7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ASS2	0	M3VYM0	0	0	G1TEE1	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B103	0	A0A2I2UR09	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AN86	0	A0A2I2U856	F1P7V9	H0VVF6	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AGE7	0	A0A2I2U7D9	J9P4R5	0	G1U6S0	0	0	0
0	0	0	0	0	0	0	0	0	F1RT21	0	A0A2I2V3R5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BIP2	0	A0A2I2V4Q3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BFU5	0	M3WTI8	F1PS88	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AHK5	0	A0A2I2UBX9	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZLW7	0	M3WDF4	0	0	0	0	0	G1MZW9
0	0	0	0	0	0	0	0	0	A0A287AWJ0	0	M3VU74	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BSD6	0	A0A2I2UL80	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZSC3	0	A0A2I2UVZ5	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BDS3	0	A0A2I2U5P8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BP16	0	A0A2I2UCC2	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AJV3	0	M3X4Y3	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZJM1	0	A0A2I2UXS7	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A2V1	0	A0A2I2UMN8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287B3C1	0	A0A2I2U2P6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287A091	0	A0A2I2U6X0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AMC6	0	A0A2I2U6M6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ALF2	0	A0A2I2UF46	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ASY5	0	A0A2I2UBJ0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	I3LHI7	0	M3WMG5	P04813	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287BFD1	0	A0A2I2UVS8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZKY4	0	A0A2I2UXX4	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AX33	0	A0A2I2UL87	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AGM7	0	A0A2I2UBH1	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287ATY8	0	A0A0A0MQ25	F1PR78	0	0	0	U3J937	G1MZY1
0	0	0	0	0	0	0	0	0	F2Z557	0	M3VXF8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AMZ1	0	A0A2I2V4W0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AUP6	0	A0A2I2UDX1	J9P0B1	H0W8H3	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A286ZLZ5	0	A0A2I2UTL8	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	A0A287AQH1	0	M3WZ56	F1PKC2	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1RWH1	0	M3W573	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	F1S275	0	A0A2I2U8F2	0	A0A286XN44	0	0	0	0
